filename,created_at,taxon,taxon_original,method,habit,root_system,height_min,height_low,height_high,height_max,height_unit,inflorescence_type,inflorescence_shape,inflorescence_length_min,inflorescence_length_low,inflorescence_length_high,inflorescence_length_max,inflorescence_length_unit,inflorescence_width_min,inflorescence_width_low,inflorescence_width_high,inflorescence_width_max,inflorescence_width_unit,inflorescence_peduncle_length_min,inflorescence_peduncle_length_low,inflorescence_peduncle_length_high,inflorescence_peduncle_length_max,inflorescence_peduncle_length_unit,flower_merosity,pedicel_length_min,pedicel_length_low,pedicel_length_high,pedicel_length_max,pedicel_length_unit,pedicel_width_min,pedicel_width_low,pedicel_width_high,pedicel_width_max,pedicel_width_unit,bisexual_flowers_presence,male_flowers_presence,heteromorphic_flower_presence,sterile_flower_presence,calyx_shape,calyx_length_min,calyx_length_low,calyx_length_high,calyx_length_max,calyx_length_unit,calyx_lobe_length_min,calyx_lobe_length_low,calyx_lobe_length_high,calyx_lobe_length_max,calyx_lobe_length_unit.,corolla_length_min,corolla_length_low,corolla_length_high,corolla_length_max,corolla_length_unit,corolla_lobe_length_min,corolla_lobe_length_low,corolla_lobe_length_high,corolla_lobe_length_max,corolla_lobe_length_unit,corolla_lobe_width_min,corolla_lobe_width_low,corolla_lobe_width_high,corolla_lobe_width_max,corolla_lobe_width_unit,stamen_count,filament_length_min,filament_length_low,filament_length_high,filament_length_max,filament_length_unit,filament_color,anther_gland_presence,stemonozone_presence,stamen_tube_presence,staminal_tube_presence,intrastaminal_nectary_presence,nectary_presence,obs
Barneby_1991_Sensitivae_Censitae_treatment_0712.txt,10/7/2025 1:11,Mimosa_hirsutissima_hirsutissima,Mimosa hirsutissima var. hirsutissima,,herbaceous subshrubs,woody root or xylopodium,NA,5,30,NA,dm,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,3,4,9,11,cm,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0713.txt,10/7/2025 1:12,Mimosa_hirsutissima_barbigera,Mimosa hirsutissima var. barbigera,,,,2,4,20,NA,dm,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0714.txt,10/7/2025 1:13,Mimosa_hirsutissima_grossa,Mimosa hirsutissima var. grossa,,,,NA,4,6,NA,dm,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,5,10.5,NA,cm,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0715.txt,10/7/2025 1:14,Mimosa_pogonoclada,Mimosa pogonoclada,,herb,,NA,7,NA,NA,dm,capitula,globose or plumply ellipsoid,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,4,5.5,NA,cm,4-merous,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,paleaceous,NA,1.8,2.6,NA,mm,NA,NA,NA,NA,,NA,2.5,3.1,NA,mm,0.5,0.9,,NA,mm,NA,NA,NA,NA,,4,NA,7,7,NA,mm,,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0716.txt,10/7/2025 1:15,Mimosa_vestita,Mimosa vestita,,herbaceous subshrubs,,NA,1,1,NA,m,capitula,globose pseudoracemose,NA,7,7.5,NA,mm,NA,NA,NA,NA,NA,NA,2,4.5,NA,cm,4-merous,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,"paleaceous, stramineous lobes united into a narrowlycampanulate tube",NA,2,2.5,NA,mm,NA,NA,NA,NA,,NA,3.5,3.5,NA,mm,1,1,,NA,mm,NA,0.7,0.7,NA,mm,4,NA,5,5,NA,mm,pink,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0717.txt,10/7/2025 1:16,Mimosa_digitata,Mimosa digitata,,subshrubs,,NA,1,1.5,NA,m,capitula,globose or plumply ellipsoid,NA,6,7.5,NA,mm,NA,NA,NA,NA,NA,NA,1.5,3,NA,cm,4-merous,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,pappiform,NA,0.8,1.7,NA,mm,NA,NA,NA,NA,,NA,2.4,3.3,NA,mm,0.6,1,,NA,mm,NA,0.4,0.7,NA,mm,4,NA,4,7,NA,mm,pink,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0718.txt,10/7/2025 1:17,Mimosa_rufipila,Mimosa rufipila,,herbaceous subshrubs,oblique knotty rootstock,NA,2,7.5,15,dm,capitula,globose or more often ellipsoid,NA,7,8.5,NA,mm,NA,NA,NA,NA,NA,1.6,2,5.5,NA,cm,4-merous,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,pappiform-paleaceous,NA,1,1.5,NA,mm,NA,NA,NA,NA,,NA,2.6,3,NA,mm,0.55,0.8,,NA,mm,NA,0.4,0.5,NA,mm,4,NA,4.5,5.5,NA,mm,pink fading dark brown,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0719.txt,10/7/2025 1:18,Mimosa_macrocephala,Mimosa macrocephala,,subshrubs,xylopodium,NA,3,7,NA,dm,capitula,ellipsoid,NA,8.5,10,NA,mm,NA,NA,NA,NA,NA,NA,4,11,NA,cm,4-merous,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,paleaceous spathiform,NA,1.2,2.2,NA,mm,NA,NA,NA,NA,,2.8,3,4.3,NA,mm,0.7,1,,NA,mm,NA,0.5,0.7,NA,mm,4,NA,3,4.5,NA,mm,pink drying brown ,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0720.txt,10/7/2025 1:20,Mimosa_procurrens,Mimosa procurrens,,herbaeous,knotty xylopodium,NA,1,4,5,dm,capitula,ellipsoid or subglobose,8,8,10.5,10.5,mm,NA,NA,NA,NA,NA,4,5,11,NA,cm,4-merous,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,3.4,3.9,NA,mm,1,1.4,,NA,mm,NA,0.5,0.8,NA,mm,4,6,6,7,7,mm,pink,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0721.txt,10/7/2025 1:21,Mimosa_amambayensis_amambayensis,Mimosa monadelpha,,subshrubs,,NA,5,10,NA,dm,capitula,subglobose,NA,65,8,NA,mm,NA,NA,NA,NA,NA,7,10,29,NA,mm,4-merous,7,10,29,NA,mm,,,,,,NA,NA,NA,NA,,1,13,19,NA,mm,NA,NA,NA,NA,,2,23,3,NA,mm,8,11,11,NA,mm,5,5,65,65,mm,4,NA,45,63,NA,mm,pink,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0722.txt,10/7/2025 1:22,Mimosa_amambayensis_amambayensis,Mimosa monadelpha var. monadelpha,,,,250,350,750,NA,m,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0723.txt,10/7/2025 1:23,Mimosa_amambayensis_glabrata,Mimosa monadelpha var. glabrata,,,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0724.txt,10/7/2025 1:24,Mimosa_lupinoides,Mimosa lupinoides,,herbaceous subshrubs,xylopodium,NA,2,4,NA,dm,capitula,,NA,5,9,NA,mm,NA,NA,NA,NA,NA,6,NA,12,16,cm,4-merous,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,membrano-paleaceous,2,2,27,NA,mm,NA,NA,NA,NA,,NA,33,42,NA,mm,7,11,,NA,mm,NA,5,9,NA,mm,4,6,6,9,9,mm,pink,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0725.txt,10/7/2025 1:25,Mimosa_caaguazuensis,Mimosa caaguazuensis,,"Dwarf unarmed macrophyllidious herds from subterranean caudex surmounting a woody root, the prostrate-assurgent simple stems",subterranean caudex surmounting a woody root,NA,5,30,NA,cm,capitula,globose,NA,10,12,NA,mm,NA,NA,NA,NA,NA,4,6,12,NA,cm,4-merous,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,spathaceous,NA,NA,NA,NA,mm,NA,NA,NA,NA,,35,35,4,4,mm,7,7,,NA,mm,NA,8,8,NA,mm,4,NA,6,6,NA,mm,pink,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0726.txt,10/7/2025 1:26,Mimosa_brevipes,Mimosa brevipes,,subshrubs,,NA,15,2,NA,m,capitula,globose,NA,4,8,9,mm,NA,NA,NA,NA,NA,4,4,11,14,mm,4-merous,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,15,26,NA,mm,6,1,,NA,mm,NA,3,55,NA,mm,4,45,45,65,65,mm,pink,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0727.txt,10/7/2025 1:27,Mimosa_diversipila,Mimosa diversipila,,subshrubs,xylopodium and woody fusiform roots,5,6,16,20,dm,capitula,globose or plumply ellipsoid,5,5.5,7.5,NA,mm,NA,NA,NA,NA,NA,NA,4,16,NA,mm,4-merous,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,membranous rim,NA,0.1,0.1,NA,mm,NA,NA,NA,NA,,2.1,2.1,3.2,3.2,mm,0.8,1.1,,NA,mm,NA,0.4,0.45,NA,mm,4,5,5,7,7,mm,pink,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0728.txt,10/7/2025 1:28,Mimosa_diversipila_subglabriseta,Mimosa diversipila var. subglabriseta,,,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0729.txt,10/7/2025 1:29,Mimosa_diversipila_diversipila,Mimosa diversipila var. diversipila,,,,150,NA,400,NA,m,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0730.txt,10/7/2025 1:30,Mimosa_fernandezcasasii,Mimosa fernandez-casasii,,subshrubs,,NA,15,2,NA,m,capitula,ellipsoid,NA,2,3,NA,dm,NA,NA,NA,NA,NA,15,15,25,25,cm,4-merous,15,NA,25,NA,cm,,,,,,NA,NA,NA,NA,campanulate,2,2,3,3,mm,NA,NA,NA,NA,,24,24,27,27,mm,5,7,7,NA,mm,5,5,5,5,mm,4,55,55,7,7,mm,pink,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0731.txt,10/7/2025 1:32,Mimosa_cryptogloea,Mimosa cryptogloea,,subshrubs,,NA,NA,18,NA,dm,capitula,globose,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,4,4,NA,cm,4-merous,NA,4,4,NA,cm,,,,,,NA,NA,NA,NA,campanulate,NA,2,2,NA,mm,NA,NA,NA,NA,,NA,45,45,NA,mm,12,12,,NA,mm,NA,6,6,NA,mm,4,NA,10,10,NA,mm,lilac-pink,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0732.txt,10/7/2025 1:33,Mimosa_sceptrum,Mimosa sceptrum,,subshrubs,,NA,10,14,NA,dm,capitula,globose,NA,11,13,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,mm,4-merous,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,minute collar or obsolete,NA,NA,NA,NA,,NA,NA,NA,NA,,4,4,5,5,mm,9,12,12,NA,mm,NA,NA,NA,NA,,4,NA,75,10,NA,mm,pink,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0733.txt,10/7/2025 1:34,Mimosa_custodis,Mimosa custodis,,subshrubs,,NA,NA,1,NA,m,capitula,globose,NA,7,9,NA,mm,NA,NA,NA,NA,NA,NA,1,3,NA,cm,4-merous,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,obsolete,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,2.9,3.6,NA,mm,0.7,1,,NA,mm,NA,0.6,0.8,NA,mm,4,NA,5.5,7,NA,mm,pink,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0734.txt,10/7/2025 1:35,Mimosa_longiracemosa,Mimosa longiracemosa,,subshrub,,NA,7,11,NA,dm,capitula,globose,NA,7,85,NA,mm,NA,NA,NA,NA,NA,NA,2,4,5,cm,4-merous,2,2,4,5,cm,,,,,,NA,NA,NA,NA,collar,NA,1,1,NA,mm,NA,NA,NA,NA,,NA,32,37,NA,mm,7,,,NA,mm,NA,5,NA,NA,mm,4,NA,7,7,NA,mm,pink,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0735.txt,10/7/2025 1:36,Mimosa_nitidula,Mimosa nitidula,,subshrubs,,NA,NA,12,NA,dm,capitula,globose,NA,NA,12,NA,dm,NA,NA,NA,NA,NA,8,8,18,18,mm,4-merous,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,35,35,NA,mm,11,11,,NA,mm,NA,9,9,NA,mm,4,NA,65,65,NA,mm,pink,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0736.txt,10/7/2025 1:37,Mimosa_pseudopetiolaris,Mimosa pseudopetiolaris,,subshrubs,woody root,35,35,55,55,dm,capitula,globose,NA,6,65,NA,mm,NA,NA,NA,NA,NA,1,NA,35,NA,cm,4-merous,NA,1,35,NA,cm,,,,,,NA,NA,NA,NA,obscurely lobulate,15,15,2,2,mm,NA,NA,NA,NA,,21,21,25,25,mm,9,11,11,NA,mm,5,5,5,5,mm,4,NA,5,7,NA,mm,pink,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0737.txt,10/7/2025 1:38,Mimosa_thomista,Mimosa thomista,,subshrubs,woody root,NA,1,NA,2,m,capitula,globose,NA,8,NA,NA,mm,NA,NA,NA,NA,NA,NA,1,2,NA,cm,4-merous,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,pappiform-paleaceous,2.5,2.5,3,3,mm,NA,NA,NA,NA,,4,4,4.2,4.2,mm,1.4,1.4,,NA,mm,0.5,0.5,0.6,0.6,mm,4,NA,NA,NA,NA,,,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0738.txt,10/7/2025 1:39,Mimosa_pogocephala,Mimosa pogocephala,,shrubs,,NA,8,16,20,dm,capitula,globose or plumply ellipsoid,6,6,8,8,mm,NA,NA,NA,NA,NA,NA,5,22,NA,mm,4-merous,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,membranous,NA,25,4,NA,mm,NA,NA,NA,NA,,NA,24,29,NA,mm,7,9,,NA,mm,NA,6,7,NA,mm,4,NA,5,6,NA,mm,pink,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0739.txt,10/7/2025 1:40,Mimosa_bombycina,Mimosa bombycina,,shrubs,,NA,NA,2,NA,m,capitula,ovoid,NA,9,10,NA,mm,NA,NA,NA,NA,NA,15,NA,3,NA,cm,4-merous,NA,15,3,NA,cm,,,,,,NA,NA,NA,NA,shallowly campanulate,NA,2,2,NA,mm,NA,NA,NA,NA,,NA,31,42,NA,mm,8,12,,NA,mm,NA,5,6,NA,mm,4,NA,65,NA,NA,mm,pink,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0740.txt,10/7/2025 1:42,Mimosa_bombycina_bombycina,Mimosa bombycina var. bombycina,,,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0741.txt,10/7/2025 1:43,Mimosa_bombycina_pluriceps,Mimosa bombycina var. pluriceps,,,,NA,NA,NA,NA,,capitulis,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0742.txt,10/7/2025 1:44,Mimosa_parviceps,Mimosa parviceps,,arborescent shrubs,,NA,NA,3,NA,m,capitula,globose,NA,5,6,NA,mm,NA,NA,NA,NA,NA,15,20,35,NA,mm,4-merous,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,campanulate,NA,0.2,0.3,NA,mm,NA,NA,NA,NA,,NA,2.2,2.7,NA,mm,0.8,1,,NA,mm,NA,0.5,0.6,NA,mm,4,7,7,8,8,mm,pink,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0743.txt,10/7/2025 1:45,Mimosa_montiscarasae,Mimosa montis-carasae,,shrubs,,NA,1,2,NA,m,capitula,subglobose,NA,7,7,NA,mm,NA,NA,NA,NA,NA,NA,2,2.5,NA,cm,4-merous,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,campanulate,NA,0.2,0.2,NA,mm,NA,NA,NA,NA,,NA,2.5,2.8,NA,mm,1,1,,NA,mm,NA,0.6,0.6,NA,mm,4,NA,NA,NA,NA,,,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0744.txt,10/7/2025 1:46,Mimosa_adamantina,Mimosa adamantina,,shrubs,,NA,6,30,NA,dm,capitula,globose,NA,5,6,NA,mm,NA,NA,NA,NA,NA,1.5,5.5,7,7,cm,4-merous,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,campanulate,0.25,0.25,0.55,0.55,mm,NA,NA,NA,NA,,NA,2,2.8,NA,mm,0.7,0.9,,NA,mm,0.6,0.6,0.7,0.7,mm,4,5,5,8,8,mm,pink,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0745.txt,"2025-07-10T01:47:23,917",Mimosa_adamantina_adamantina,Mimosa adamantina var. adamantina,,shrub,,NA,1.5,3,NA,m,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0746.txt,"2025-07-10T01:48:27,944",Mimosa_adamantina_hebecarpa,Mimosa adamantina var. hebecarpa,,,,NA,6,10,NA,dm,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0747.txt,"2025-07-10T01:49:33,255",Mimosa_multiplex,Mimosa multiplex,,herbaceous,slender woody root,NA,2.5,4,NA,dm,capitula,globose,NA,4.5,6,NA,mm,NA,NA,NA,NA,NA,1.5,NA,4,NA,cm,4-merous,1.5,NA,4,NA,cm,,,,,,NA,NA,NA,NA,,NA,0.4,0.4,NA,mm,NA,NA,NA,NA,,2,2,2.4,2.4,mm,0.6,0.9,,NA,mm,NA,0.4,0.65,NA,mm,4,NA,3,3,NA,mm,,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0748.txt,"2025-07-10T01:50:39,812",Mimosa_ernestii,Mimosa ernestii,,shrubs,,NA,NA,2,NA,m,capitula,ovoid or globose,NA,5,5,NA,mm,NA,NA,NA,NA,NA,NA,NA,15,NA,mm,4-merous,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,campanulate,NA,0.6,0.6,NA,mm,NA,NA,NA,NA,,NA,2.2,2.2,NA,mm,1.1,1.1,,NA,mm,NA,0.8,0.8,NA,mm,4,NA,2,NA,NA,mm,pink,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0749.txt,"2025-07-10T01:51:46,862",Mimosa_setistipula,Mimosa setistipula,,shrubs,,NA,NA,2,NA,m,capitula,ovoid-ellipsoid,NA,1,2.5,NA,dm,NA,NA,NA,NA,NA,1.5,NA,3,NA,cm,4-merous,1.5,NA,3,NA,cm,,,,,,NA,NA,NA,NA,cup or collar,NA,0.1,0.15,NA,mm,NA,NA,NA,1.2,mm,NA,2.1,2.7,NA,mm,0.9,,,NA,mm,NA,0.5,NA,NA,mm,4,NA,5,6,NA,mm,pink,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0750.txt,"2025-07-10T01:52:53,345",Mimosa_coniflora,Mimosa coniflora,,shrubs,,NA,NA,2,NA,m,capitula,oblong,7,7,10,10,mm,NA,NA,NA,NA,NA,NA,5,12,NA,mm,4-merous,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,cup,0.2,0.2,0.25,0.25,mm,NA,NA,NA,NA,,NA,1.8,1.8,NA,mm,0.8,0.8,,NA,mm,0.6,0.8,0.8,NA,mm,8,NA,5.5,7,NA,mm,pink,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0751.txt,"2025-07-10T01:53:59,906",Mimosa_congestifolia,Mimosa congestifolia,,shrubs,,1,NA,2,NA,m,capitula,ovoid-ellipsoid,NA,5.5,8,NA,mm,NA,NA,NA,NA,NA,1.5,NA,3.5,NA,cm,4-merous,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,3,3.8,NA,mm,1,1.2,,NA,mm,NA,0.6,0.7,NA,mm,4,NA,6.5,7.5,NA,mm,pink,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0752.txt,"2025-07-10T01:55:04,829",Mimosa_reduviosa,Mimosa reduviosa,,shrubs,,NA,NA,1,NA,m,capitula,globose,NA,5.5,6.5,NA,mm,NA,NA,NA,NA,NA,NA,15,35,NA,mm,4-merous,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,pappiform,1.3,1.3,1.7,1.7,mm,NA,NA,NA,NA,,NA,2.2,2.7,NA,mm,0.7,0.8,,NA,mm,NA,0.45,0.6,NA,mm,4,NA,6,6.5,NA,mm,vivid pink,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0753.txt,"2025-07-10T01:56:08,422",Mimosa_bocainae,Mimosa bocainae,,shrubs,,NA,NA,NA,NA,,capitula,ellipsoid,7.5,NA,12,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,mm,4-merous,NA,NA,NA,NA,mm,,,,,,NA,NA,NA,NA,shallowly campanulate,0.8,0.8,1.2,1.2,mm,NA,NA,NA,NA,,NA,2.2,2.7,NA,mm,0.6,0.8,,NA,mm,NA,0.5,0.6,NA,mm,4,NA,5.5,7.5,NA,mm,pink,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0754.txt,"2025-07-10T01:57:13,548",Mimosa_lasiocephala,Mimosa lasiocephala,,,,NA,NA,NA,NA,,capitula,ovoid,NA,NA,4.5,NA,mm,NA,NA,NA,NA,NA,2.5,2.5,3,3,cm,4-merous,NA,2.5,3,NA,cm,,,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,2,2,NA,mm,,,,NA,,NA,NA,NA,NA,,4,NA,NA,NA,NA,,,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0755.txt,"2025-07-10T01:58:18,982",Mimosa_itatiaiensis,Mimosa itatiaiensis,,shrubs or subshrubs,,NA,5,NA,NA,dm,capitula,globose or plumply ellipsoid,NA,6,7.5,NA,mm,NA,NA,NA,NA,NA,1,NA,4,NA,cm,4-merous,1,NA,4,NA,cm,,,,,,NA,NA,NA,NA,campanulate,0.4,0.4,0.5,0.5,mm,NA,NA,NA,NA,,NA,2.5,2.8,NA,mm,0.8,,,NA,mm,NA,0.5,NA,NA,mm,4,NA,6,NA,NA,mm,,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0756.txt,"2025-07-10T01:59:25,442",Mimosa_microcarpa,Mimosa microcarpa,,shrubs,,NA,1.5,2,NA,m,capitula,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,2,8,15,mm,4-merous,2,NA,8,NA,mm,,,,,,NA,NA,NA,NA,,NA,0.8,1.5,NA,mm,NA,0.2,0.5,NA,mm,2,NA,3.1,NA,mm,0.7,1,1,NA,mm,0.5,0.5,0.7,0.7,mm,4,NA,7.5,7.5,NA,mm,pink,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0757.txt,"2025-07-10T02:00:30,775",Mimosa_paranapiacabae,Mimosa paranapiacabae,,shrubs,,NA,NA,2,NA,m,capitula,globose,NA,NA,NA,NA,mm,NA,NA,NA,NA,NA,8,8,23,23,mm,4-merous,NA,8,23,NA,mm,,,,,,NA,NA,NA,NA,pappiform,NA,NA,NA,NA,mm,NA,NA,NA,NA,,NA,2.3,2.5,NA,mm,0.8,1,,NA,mm,NA,0.45,0.6,NA,mm,4,NA,7,7,NA,mm,pink,NA,NA,,,NA,,
Barneby_1991_Sensitivae_Censitae_treatment_0758.txt,"2025-07-10T02:01:37,744",Mimosa_hilariana,Mimosa hilariana,,subshrubs,,NA,8,15,NA,dm,capitula,ellipsoid,NA,5,5,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,,4-merous,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,irregularly denticulate,NA,0.7,0.7,NA,mm,NA,NA,NA,NA,,1.7,1.7,2,2,mm,0.7,0.7,,NA,mm,NA,0.4,0.5,NA,mm,4,NA,NA,NA,NA,,,NA,NA,,,NA,,
