filename,created_at,taxon,taxon_original,Check,habit,root_system,height_min,height_low,height_high,height_max,height_unit,inflorescence_type,inflorescence_shape,inflorescence_length_min,inflorescence_length_low,inflorescence_length_high,inflorescence_length_max,inflorescence_length_unit,inflorescence_width_min,inflorescence_width_low,inflorescence_width_high,inflorescence_width_max,inflorescence_width_unit,inflorescence_peduncle_length_min,inflorescence_peduncle_length_low,inflorescence_peduncle_length_high,inflorescence_peduncle_length_max,inflorescence_peduncle_length_unit,flower_merosity,pedicel_length_min,pedicel_length_low,pedicel_length_high,pedicel_length_max,pedicel_length_unit,pedicel_width_min,pedicel_width_low,pedicel_width_high,pedicel_width_max,pedicel_width_unit,bisexual_flowers_presence,male_flowers_presence,heteromorphic_flower_presence,sterile_flower_presence,calyx_shape,calyx_length_min,calyx_length_low,calyx_length_high,calyx_length_max,calyx_length_unit,calyx_lobe_length_min,calyx_lobe_length_low,calyx_lobe_length_high,calyx_lobe_length_max,calyx_lobe_length_unit.,corolla_length_min,corolla_length_low,corolla_length_high,corolla_length_max,corolla_length_unit,corolla_lobe_length_min,corolla_lobe_length_low,corolla_lobe_length_high,corolla_lobe_length_max,corolla_lobe_length_unit,corolla_lobe_width_min,corolla_lobe_width_low,corolla_lobe_width_high,corolla_lobe_width_max,corolla_lobe_width_unit,stamen_count,filament_length_min,filament_length_low,filament_length_high,filament_length_max,filament_length_unit,filament_color,anther_gland_presence,stemonozone_presence,stamen_tube_presence,staminal_tube_presence,intrastaminal_nectary_presence,nectary_presence,clade
Barneby_1991_Sensitivae_Censitae_treatment_0176.txt,7/9/2025 14:19,Mimosa_ephedroides,Mimosa ephedroides,1,shrubs,,NA,NA,2,NA,m,capitula,globose,NA,NA,NA,NA,,NA,6.5,8,NA,mm,NA,5,15,NA,mm,4(5-)-merous,NA,0.3,0.3,NA,mm,NA,NA,NA,NA,,NA,NA,NA,NA,campanulate,NA,NA,NA,NA,,NA,0.2,0.5,NA,mm,NA,2.5,3.4,NA,mm,NA,NA,NA,NA,,NA,NA,NA,NA,,8(10),NA,5,6,NA,mm,white,NA,NA,,,NA,,Mimosa clade
Barneby_1991_Sensitivae_Censitae_treatment_0170.txt,7/9/2025 14:12,Mimosa_extranea,Mimosa extranea,1,shrubs or treelets,,NA,1.5,3,NA,m,capitula,globose,NA,5,5,NA,mm,NA,NA,NA,NA,NA,6,NA,38,NA,mm,4-5-merous,NA,NA,NA,NA,mm,NA,NA,NA,NA,,yes,NA,NA,NA,narrowly campanulate,0.8,0.8,1,1,mm,NA,0.2,0.2,0.2,mm,NA,2.4,3,NA,mm,0.8,1.3,NA,NA,mm,NA,0.5,0.7,NA,mm,8(10),NA,2.5,3,NA,mm,white,NA,NA,,,NA,,Mimosa clade
Barneby_1991_Sensitivae_Censitae_treatment_0131.txt,7/9/2025 13:25,Mimosa_gemmulata,Mimosa gemmulata,1,shrubs,,NA,1,2.5,4,m,fl-spikes,,4,5,12,13,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,,4-merous,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,Some functionally male,NA,NA,crateriform or shallowly campanulate,0.3,0.4,0.8,NA,mm,0.1,0.1,0.3,0.3,mm,1.5,1.7,2.4,NA,mm,1,1.3,NA,NA,mm,NA,0.65,0.8,1,mm,8,NA,4,8,NA,mm,pink,NA,NA,,,NA,,Mimosa clade
Barneby_1991_Sensitivae_Censitae_treatment_0079.txt,"2025-07-09T12:21:26,678",Mimosa_gentryi,Mimosa gentryi,1,shrubs,,2,NA,3,NA,m,capitula,hemispherical,NA,7,8,NA,mm,NA,NA,NA,NA,NA,NA,12,28,NA,mm,4-5-merous,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,campanulate,NA,0.8,1,NA,mm,NA,NA,0.1,NA,mm,NA,2.5,4.3,NA,mm,1,1.3,NA,NA,mm,NA,0.55,0.9,NA,mm,8-10,4.5,NA,6,NA,mm,lilac,NA,NA,,,NA,,Mimosa clade
Barneby_1991_Sensitivae_Censitae_treatment_0186.txt,7/9/2025 14:31,Mimosa_gracilis,Mimosa gracilis,1,herbs,"woody, when young carrot-like, in age knotty and amorphous",1,2,14,NA,dm,capitula,globose,NA,NA,NA,NA,,NA,3,4.5,6,mm,0.8,1,4.5,6,cm,4-merous,NA,NA,NA,NA,,NA,NA,NA,NA,,yes,Lower ones usually staminate,yes,NA,campanulate,NA,0.2,0.4,NA,mm,NA,NA,NA,NA,,NA,1.4,2.6,3,mm,0.5,1.7,NA,NA,mm,NA,NA,NA,NA,,8,NA,2.5,5.5,NA,mm,vivid pink or lilac-pink,NA,NA,,,NA,,Mimosa clade
Barneby_1991_Sensitivae_Censitae_treatment_0258.txt,7/9/2025 15:53,Mimosa_guaranitica,Mimosa guaranitica,1,subshrubs,woody root-stock,NA,3,7,NA,dm,capitula,globose,NA,5,5.5,NA,mm,NA,NA,NA,NA,NA,3,3,5.5,5.5,cm,3-merous,0,NA,0.2,NA,mm,NA,NA,NA,NA,,NA,NA,NA,NA,campanulate,NA,NA,NA,NA,,NA,NA,NA,NA,,2.4,2.4,2.7,2.7,mm,1,1.2,1.2,NA,mm,0.9,0.9,1.1,1.1,mm,6,4.5,NA,6,NA,mm,pink,absent,absent,,,NA,,Mimosa clade
Barneby_1991_Sensitivae_Censitae_treatment_0758.txt,"2025-07-10T02:01:37,744",Mimosa_hilariana,Mimosa hilariana,1,subshrubs,,NA,8,15,NA,dm,capitula,ellipsoid,NA,5,5,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,,4-merous,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,irregularly denticulate,NA,0.7,0.7,NA,mm,NA,0.23,NA,NA,mm,1.7,1.7,2,2,mm,0.7,0.7,NA,NA,mm,NA,0.4,0.5,NA,mm,4,NA,NA,NA,NA,,,absent,NA,,,NA,,Mimosa clade
Barneby_1991_Sensitivae_Censitae_treatment_0162.txt,7/9/2025 14:02,Mimosa_hondurana,Mimosa hondurana,1,vines,,NA,3,NA,NA,m,capitula,globose,NA,NA,4,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,,4-merous,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,campanulate,NA,0.4,0.8,NA,mm,NA,NA,NA,NA,,NA,2,2.3,NA,cm,NA,NA,NA,NA,,NA,NA,NA,NA,,8,NA,NA,NA,NA,,white,absent,NA,,,NA,,Mimosa clade
Barneby_1991_Sensitivae_Censitae_treatment_0578.txt,"2025-07-09T22:46:12,589",Mimosa_lactiflua,Mimosa lactiflua,1,Shrubs and treelets,,NA,1,6,NA,m,pseudoracemes,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,0.7,mm,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,,,NA,,Mimosa clade
Barneby_1991_Sensitivae_Censitae_treatment_0158.txt,7/9/2025 13:57,Mimosa_leucaenoides,Mimosa leucaenoides,1,shrubs and treelets,,NA,NA,4.5,NA,m,capitula,globose,NA,5.5,6,NA,mm,NA,NA,NA,NA,NA,NA,1,3,NA,cm,4-merous,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,narrowly campanulate,1.2,1.2,1.4,1.4,mm,NA,0.2,0.2,NA,mm,NA,2.7,3.2,NA,mm,NA,NA,NA,NA,,NA,NA,NA,NA,,8,NA,3.5,4.5,NA,mm,pink,absent,NA,,,NA,,Mimosa clade
Barneby_1991_Sensitivae_Censitae_treatment_0431.txt,7/9/2025 19:11,Mimosa_manidea,Mimosa manidea,1,rosette-trees,,NA,2,4,NA,m,capitula,ovoid-ellipsoid or globose,NA,12,17,NA,mm,NA,NA,NA,NA,NA,NA,3,7,9,cm,4-merous,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,0.55,NA,NA,mm,NA,NA,NA,NA,,NA,5,5.5,NA,mm,NA,NA,NA,NA,,NA,NA,NA,NA,,8,NA,NA,NA,NA,,lavender-pink,absent,NA,,,NA,,Mimosa clade
Barneby_1991_Sensitivae_Censitae_treatment_0580.txt,"2025-07-09T22:48:18,343",Mimosa_margaritae,Mimosa margaritae,1,shrub,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,,,NA,,Mimosa clade
Barneby_1991_Sensitivae_Censitae_treatment_0090.txt,"2025-07-09T12:34:49,819",Mimosa_monancistra,Mimosa monancistra,1,shrubs,,NA,8,28,NA,dm,capitula,oblong,NA,6,11,NA,mm,4,4.5,6,NA,mm,NA,4,16,NA,mm,5-merous,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,campanulate or turbinate,0.9,1,1.4,NA,mm,0.1,0.1,0.4,0.4,mm,NA,2,2.8,3,mm,NA,NA,NA,NA,,NA,NA,NA,NA,,10,4,4,6,6,mm,pink,absent,NA,,,NA,,Mimosa clade
Barneby_1991_Sensitivae_Censitae_treatment_0078.txt,"2025-07-09T12:20:09,581",Mimosa_moniliformis,Mimosa moniliformis,1,shrubs and small trees,,NA,NA,3,NA,m,capitula,globose or ellipsoid,7,7,12,12,mm,NA,5,6,NA,mm,NA,7,21,NA,mm,5-merous,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,campanulate,NA,0.8,0.8,NA,mm,NA,NA,NA,NA,,NA,3,3,NA,mm,1.1,1.1,NA,NA,mm,NA,0.6,0.6,NA,mm,10,NA,4.5,5.5,NA,mm,pink-purple,absent,NA,,,NA,,Mimosa clade
Barneby_1991_Sensitivae_Censitae_treatment_0617.txt,"2025-07-09T23:28:21,343",Mimosa_orthacantha,Mimosa orthacantha,1,Shrubs,,NA,1.5,2.5,NA,m,capitula,globose,NA,5.5,6.5,NA,mm,NA,NA,NA,NA,NA,NA,11,27,NA,mm,4-merous,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,Some lower ones staminate,NA,NA,campanulate,0.3,0.3,0.5,0.5,mm,NA,NA,NA,NA,,2,2.2,2.7,NA,mm,0.4,0.6,0.8,NA,mm,0.5,0.5,0.6,0.6,mm,4,NA,5,8.5,NA,mm,pink,absent,NA,,,NA,,Mimosa clade
"Barneby, R.C., 1991. Sensitivae Censitae: a description of the genus Mimosa Linnaeus (Mimosaceae) in the New World (Vol. 65).",NA,Mimosa_paludosa,Mimosa paludosa,1,"shrubs, treelets",,NA,1.5,5,NA,,capitula,,,6,11,13,mm,NA,NA,NA,NA,,NA,15,35,60,mm,4,NA,NA,NA,NA,,NA,NA,NA,NA,,,Lower ones mostly staminate,,,campanulate,NA,0.3,0.6,NA,mm,NA,NA,,NA,,NA,2.5,3,5.4,mm,0.8,0.9,1.4,NA,mm,NA,NA,NA,NA,,8,NA,6.5,14.5,NA,mm,pink,,,,,,,Mimosa clade
Barneby_1991_Sensitivae_Censitae_treatment_0525.txt,7/9/2025 21:48,Mimosa_pectinatipinna,Mimosa pectinatipinna,1,shrubs,,NA,8,30,NA,dm,capitula,globose,NA,4,5,NA,mm,NA,NA,NA,NA,NA,7,7,15,15,mm,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,pappiform,0.8,0.8,1.3,1.3,mm,NA,NA,NA,NA,,NA,1.8,2.1,NA,mm,0.6,0.6,NA,NA,mm,NA,0.5,0.5,NA,mm,,NA,4,4,NA,mm,pink or white,NA,NA,,,NA,,Mimosa clade
Barneby_1991_Sensitivae_Censitae_treatment_0450.txt,7/9/2025 19:33,Mimosa_pigra,Mimosa pigra,1,shrubs,adventitiously rooting,NA,5,16,NA,dm,capitula,globose,NA,5,6.5,NA,mm,NA,NA,NA,NA,NA,NA,7,17,24,mm,(4)5-merous,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,0.6,0.85,NA,mm,NA,NA,NA,NA,,NA,1.5,1.8,NA,mm,NA,NA,NA,NA,,NA,NA,NA,NA,,10,NA,NA,2,NA,mm,pink,NA,NA,,,NA,,Mimosa clade
Barneby_1991_Sensitivae_Censitae_treatment_0033.txt,"2025-07-09T11:24:08,773",Mimosa_pithecolobioides,Mimosa pithecolobioides,1,arborescent shrubs and round-topped trees,,NA,2,5,NA,m,fl-spikes,amentiform,NA,4,5,NA,mm,NA,NA,NA,NA,NA,NA,1.5,3,NA,cm,5-merous,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,Some or many of each spike functionally staminate,NA,NA,campanulate,0.6,0.7,1.2,NA,mm,0.2,0.2,0.4,0.4,mm,1.7,2,2.5,NA,mm,0.7,1,1,NA,mm,0.3,0.3,0.45,0.45,mm,10,1.8,1.8,3,3.5,mm,cream-colored,NA,NA,,,NA,,Mimosa clade
Barneby_1991_Sensitivae_Censitae_treatment_0639.txt,"2025-07-09T23:52:20,418",Mimosa_pudica,Mimosa pudica,1,"subshrubs, herbs",,NA,NA,12,NA,dm,capitula,ellipsoid,NA,3.5,5,NA,mm,NA,NA,NA,NA,NA,0.7,1,3,3.5,cm,4-merous,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,Some or many lower ones staminate,NA,NA,campanulate cup,NA,0.1,0.2,NA,mm,NA,NA,NA,NA,,NA,1.5,2.1,NA,mm,0.45,0.7,NA,NA,mm,NA,0.4,0.5,NA,mm,4,3.5,3.5,6,6,mm,pink,NA,NA,,,NA,,Mimosa clade
Barneby_1991_Sensitivae_Censitae_treatment_0282.txt,7/9/2025 16:21,Mimosa_quadrivalvis,Mimosa quadrivalvis,1,Humifuse herbs,,4,4,20,30,dm,capitula,globose,NA,4,11,NA,mm,NA,NA,NA,NA,NA,NA,0.4,13,20,cm,(4-)5-6- merous,NA,NA,1,NA,mm,NA,NA,NA,NA,,NA,Lower ones staminates,NA,NA,campanulate,0.3,0.3,0.6,0.6,mm,NA,NA,NA,NA,,1.8,2,4.3,NA,mm,0.6,1.7,1.7,NA,mm,0.6,0.6,0.85,0.85,mm,(8)10(12),2.5,2.5,9,10,mm,"pink or purplish-pink, sometimes fading whitish",NA,present,,,NA,,Mimosa clade
Barneby_1991_Sensitivae_Censitae_treatment_0037.txt,"2025-07-09T11:29:10,450",Mimosa_rhododactyla,Mimosa rhododactyla,1,arborescent shrubs,,NA,2,7,NA,m,spikes,,3.5,4,6,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,,4- or 5- or 6-merous,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,campanulate or turbinate-campanulate,0.4,0.4,1.7,1.7,mm,0.1,0.1,0.25,0.25,mm,1.7,1.7,3.3,3.3,mm,0.8,1.1,1.1,NA,mm,NA,NA,NA,NA,,(8)10(12),3,3,6,6,mm,pink,NA,present,,,NA,,Mimosa clade
Barneby_1991_Sensitivae_Censitae_treatment_0581.txt,"2025-07-09T22:49:22,261",Mimosa_sicyocarpa,Mimosa sicyocarpa,1,Scrambling or arborescent shrubs,,NA,NA,6,NA,m,capitula,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,campanulate,NA,0.5,0.5,NA,mm,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,,,NA,,Mimosa clade
Barneby_1991_Sensitivae_Censitae_treatment_0797.txt,"2025-07-10T02:45:34,947",Mimosa_skinneri,Mimosa skinneri,1,short-lived perennial herbs,,NA,0.1,0.6,1,m,capitula,ellipsoid or globose,NA,4,6,6.5,mm,NA,NA,NA,NA,NA,2,NA,7,NA,cm,4-merous,NA,NA,NA,NA,,NA,NA,NA,NA,,All or most bisexual,NA,NA,NA,,NA,0.1,0.3,NA,mm,NA,NA,NA,NA,,1.7,1.7,2.4,2.4,mm,NA,NA,NA,NA,,NA,NA,NA,NA,,4,NA,4,6,7,mm,pink,NA,NA,,,NA,,Mimosa clade
Barneby_1991_Sensitivae_Censitae_treatment_0455.txt,7/9/2025 19:38,Mimosa_somnians,Mimosa somnians,1,"subshrubs, shrubs and treelets",,2,4,25,40,dm,capitula,subglobose,4,4.5,7,8,mm,NA,NA,NA,NA,NA,0.5,0.8,3,3.5,cm,4(-5)-merous,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,Lowest in each capitulum staminate,NA,NA,membranous,0.25,0.3,0.55,0.7,mm,NA,0.9,1.6,NA,mm,1.7,2.1,3.5,4,mm,1.2,2,2.2,NA,mm,NA,0.6,1.1,NA,mm,8(10),3.5,4,7,NA,mm,pink,NA,NA,,,NA,,Mimosa clade
Barneby_1991_Sensitivae_Censitae_treatment_0052.txt,"2025-07-09T11:48:09,232",Mimosa_spirocarpa,Mimosa spirocarpa,1,shrubs,,NA,NA,NA,NA,,spikes,amentiform,6,6,10,10,cm,NA,4.5,6,NA,mm,NA,NA,NA,NA,,5-merous,NA,NA,NA,NA,,NA,NA,NA,NA,,All bisexual,NA,NA,NA,campanulate,0.8,0.8,1.6,1.6,mm,0.2,0.2,0.5,0.5,mm,NA,2.2,2.7,NA,mm,1,1,1.2,NA,mm,NA,0.65,0.8,NA,mm,10,NA,5,6.5,NA,mm,pink fading whitish,NA,NA,,,NA,,Mimosa clade
Barneby_1991_Sensitivae_Censitae_treatment_0036.txt,"2025-07-09T11:27:54,863",Mimosa_townsendii,Mimosa townsendii,1,Treelets,,NA,NA,NA,NA,,spikes,,8,8,15,15,mm,NA,4,NA,NA,mm,NA,1,1.5,NA,cm,4-merous,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,shallowly campanulate,NA,0.5,0.5,NA,mm,NA,0.1,0.1,NA,mm,NA,2.3,2.3,NA,mm,1.1,1.1,NA,NA,mm,NA,0.75,0.75,NA,mm,8,NA,5,5,NA,mm,white,NA,yes,,,NA,,Mimosa clade
Barneby_1991_Sensitivae_Censitae_treatment_0648.txt,"2025-07-10T00:02:06,579",Mimosa_xanthocentra,Mimosa xanthocentra,1,subshrubs,woody roots or short caudex,1,3,15,20,dm,capitula,ovoid-ellipsoid,5,6,9,10,mm,2.5,3.5,7,NA,mm,3,5,20,NA,mm,4-merous,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,Lower ones staminates,NA,NA,paleaceous-pappiform,1,1.3,3,NA,mm,NA,NA,NA,NA,,1.2,1.6,3,NA,mm,0.5,1.1,NA,NA,mm,NA,0.4,0.7,NA,mm,4,3,5,9.5,10,mm,pink,NA,NA,,,NA,,Mimosa clade
"Burkart, A. (1976). A monograph of the genus Prosopis (Leguminosae subfam. Mimosoideae). Journal of the Arnold arboretum, 450-525.",NA,Neltuma_flexuosa,Prosopis flexuosa,1,"trees, large erect polypodial shrubs",,NA,3,10,NA,m,"racemes, spiciform",,,40,140,NA,mm,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,yes,,,,,,Neltuma clade
"Burkart, A. (1976). A monograph of the genus Prosopis (Leguminosae subfam. Mimosoideae). Journal of the Arnold arboretum, 450-525.",NA,Neltuma_laevigata,Prosopis laevigata,1,tree,,NA,6,7,NA,m,"racemes, spiciform",,,40,100,NA,mm,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,1,NA,NA,NA,mm,NA,NA,,NA,,NA,3,4,NA,mm,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,yes,,,,,,Neltuma clade
"Burkart, A. (1976). A monograph of the genus Prosopis (Leguminosae subfam. Mimosoideae). Journal of the Arnold arboretum, 450-525.",NA,Neltuma_ruscifolia,Prosopis ruscifolia,1,tree,,NA,5,12,NA,m,"racemes, spikelike",,,80,150,NA,mm,NA,NA,NA,NA,,15,NA,NA,NA,mm,,NA,1,2.2,NA,mm,NA,NA,NA,NA,,,,,,,NA,1,1.5,NA,mm,NA,NA,,NA,,NA,3,4,NA,mm,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,5,7,NA,mm,,yes,,,,,,Neltuma clade
"Windler, D. R. (1966). A revision of the genus Neptunia (Leguminosae). Australian Journal of Botany, 14(3), 379-420. https://connectsci.au/bt/article-abstract/14/3/379/431/A-revision-of-the-genus-Neptunia-Leguminosae?redirectedFrom=fulltext",NA,Neptunia_lutea,Neptunia lutea,1,herb,,NA,2.4,NA,NA,m,spike,,NA,9,20,NA,mm,NA,NA,NA,NA,,NA,23,125,NA,mm,5,NA,NA,NA,NA,,NA,NA,NA,NA,,,Lower ones staminate,dimorphic,,,NA,1.2,2.5,NA,mm,NA,0.4,0.8,NA,mm,NA,2.1,4,NA,mm,NA,NA,NA,NA,,NA,NA,NA,NA,,10,NA,6.1,8.5,10,mm,yellow,yes,no,,,,,Dichrostachys clade
"Brenan, J.P.M. (1970). Flora Zambesiaca 3(1): 1-153. Royal Botanic Gardens, Kew.",NA,Newtonia_buchananii,Newtonia buchananii,1,tree,,NA,10,40,NA,m,spike,,NA,35,190,NA,mm,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,yes,,,,,,Newtonia grade
"Brenan, J.P.M. (1970). Flora Zambesiaca 3(1): 1-153. Royal Botanic Gardens, Kew.",NA,Newtonia_hildebrandtii,Newtonia hildebrandtii,1,tree,,NA,25,NA,NA,m,spikes,,NA,40,90,NA,mm,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,no,,,,,,Newtonia grade
Fl. Congo Belge 3: 214 (1952),NA,Newtonia_leucocarpa,Newtonia leucocarpa,1,,,NA,NA,NA,NA,,,,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,,,Newtonia grade
"Barneby, R.C. and Grimes, J., 1997. Silk tree, Monkey's earring: A generic system for the synandrous Mimosaceae of the Americas. Part II. Pithecellobium, Cojoba and Zygia. Mem. New York Bot. Gard, 74, pp.1-149.",NA,Painteria_elachistophylla,Pithecellobium elachistophyllum,?,shrubs,,NA,NA,NA,NA,,capitula,,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,3,7,,4-5,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,NA,0.9,1.5,NA,,NA,0.1,0.35,NA,,NA,3.6,5.8,NA,,NA,1,1.8,NA,,NA,0.7,1.2,NA,,28,NA,9,12,NA,,,,,,,,,
"de Lima, M. P. M., & de Lima, H. C. (1984). Parapiptadenia Brenam (Leguminosae-Mimosoideae)—Estudo taxonômico das espécies brasileiras. Rodriguésia, 23-30.",NA,Parapiptadenia_excelsa,Parapiptadenia excelsa,1,tree,,NA,NA,NA,NA,,spike,,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,5,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,10,NA,NA,NA,NA,,,ellipsoid anthers with deciduous gland,,,,,,Stryphnodendron clade
"Nielsen, I. C. (1992). Mimosaceae (Leguminosae-Mimosoideae). Flora Malesiana - Series 1, Spermatophyta, 11(1), 1–226.",NA,Pararchidendron_pruinosum,Pararchidendron pruinosum,1,"tree, shrub",,NA,6,30,NA,m,corimbys,,,NA,NA,NA,,NA,NA,NA,NA,,NA,40,90,NA,mm,5,NA,4,5,NA,mm,NA,NA,NA,NA,,,,,,,NA,1,2,NA,mm,NA,0.1,0.5,NA,mm,NA,5.5,6.5,NA,mm,NA,0.5,1,2,mm,NA,NA,NA,NA,,numerous,12,NA,NA,NA,mm,"white, cream",,,,,,,Archidendron clade
"Barros, M. J. F., & Morim, M. P. (2014). Senegalia (Leguminosae, Mimosoideae) from the Atlantic Domain, Brazil. Systematic Botany, 39(2), 452-477.",NA,Parasenegalia_miersii,Senegalia miersii,1,Scandent shrubs or lianes,,NA,NA,NA,NA,,capitate,,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,5,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,NA,1,1.4,NA,mm,NA,NA,,NA,,NA,2,2.5,NA,mm,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,anther gland normally present,,,,,,Senegalia grade
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,Parasenegalia_skleroxyla,Acacia skleroxyla,,,,NA,NA,NA,NA,,,,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,,,
Barneby_and_Grimes_1996_Silk_Tree_Guanacaste_Monkey_s_Earring_Part_I_treatment_0156.txt,2025-10-02T20:18:06.511233,Paraserianthes_lophantha,Paraserianthes lophantha,1,trees,NA,NA,NA,8,NA,m,racemes,NA,NA,3,6,NA,cm,NA,NA,NA,NA,NA,1,1,2,2,cm,5-merous,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,homomorphic,NA,shallowly campanulate,2.2,2.2,3,3,mm,0.6,0.6,1,1,mm,5,5,7.2,NA,mm,NA,1.4,3,NA,mm,NA,1.1,1.8,NA,mm,96-154,NA,13,16.5,NA,mm,greenishor lemon-yellow,NA,obscure,present,NA,NA,,Archidendron clade
"Hopkins, H.C., 1986. Parkia (Leguminosae: Mimosoideae). Flora Neotropica, pp.1-123. https://www.jstor.org/stable/4393790",NA,Parkia_discolor,Parkia discolor,1,tree,,15,NA,NA,NA,m,capitula,"Biglobose with basal staminoidal fringe, apically obovoid",,4.5,5.5,6.5,cm,NA,NA,NA,NA,,NA,40,120,NA,mm,5,NA,NA,NA,NA,,NA,NA,NA,NA,,,yes,yes,,,NA,5,9,NA,mm,NA,NA,0.5,NA,mm,NA,6,10.5,NA,mm,NA,0.5,1,NA,mm,NA,NA,NA,NA,,10,NA,NA,NA,NA,,,Bearing a anther gland,,,,,,Parkia clade
"Hopkins, H.C., 1986. Parkia (Leguminosae: Mimosoideae). Flora Neotropica, pp.1-123.",NA,Parkia_filicoidea,Parkia filicoidea,1,tree,,NA,8,30,NA,m,capitula,,,NA,8,NA,cm,NA,NA,NA,NA,,NA,NA,NA,NA,,5,NA,NA,NA,NA,,NA,NA,NA,NA,,,Yes,yes,,,NA,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,10,NA,NA,NA,NA,,,,,,,,,Parkia clade
