"filename","created_at","taxon","taxon_original","method","habit","root_system","height_min","height_low","height_high","height_max","height_unit","inflorescence_type","inflorescence_shape","inflorescence_length_min","inflorescence_length_low","inflorescence_length_high","inflorescence_length_max","inflorescence_length_unit","inflorescence_width_min","inflorescence_width_low","inflorescence_width_high","inflorescence_width_max","inflorescence_width_unit","inflorescence_peduncle_length_min","inflorescence_peduncle_length_low","inflorescence_peduncle_length_high","inflorescence_peduncle_length_max","inflorescence_peduncle_length_unit","flower_merosity","pedicel_length_min","pedicel_length_low","pedicel_length_high","pedicel_length_max","pedicel_length_unit","pedicel_width_min","pedicel_width_low","pedicel_width_high","pedicel_width_max","pedicel_width_unit","bisexual_flowers_presence","male_flowers_presence","heteromorphic_flower_presence","sterile_flower_presence","calyx_shape","calyx_length_min","calyx_length_low","calyx_length_high","calyx_length_max","calyx_length_unit","calyx_lobe_length_min","calyx_lobe_length_low","calyx_lobe_length_high","calyx_lobe_length_max","calyx_lobe_length_unit.","corolla_length_min","corolla_length_low","corolla_length_high","corolla_length_max","corolla_length_unit","corolla_lobe_length_min","corolla_lobe_length_low","corolla_lobe_length_high","corolla_lobe_length_max","corolla_lobe_length_unit","corolla_lobe_width_min","corolla_lobe_width_low","corolla_lobe_width_high","corolla_lobe_width_max","corolla_lobe_width_unit","stamen_count","filament_length_min","filament_length_low","filament_length_high","filament_length_max","filament_length_unit","filament_color","anther_gland_presence","stemonozone_presence","stamen_tube_presence","staminal_tube_presence","intrastaminal_nectary_presence","nectary_presence","obs"
"Barneby_1991_Sensitivae_Censitae_treatment_0453.txt","7/9/2025 19:36","Mimosa_dormiens","Mimosa dormiens","","herbs","",NA,NA,NA,NA,"","capitula","plumply ellipsoid","4",4,7.5,NA,"mm",NA,NA,NA,NA,NA,NA,8,35,40,"mm","4(-5)-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,1.3,1.7,NA,"mm",0.3,0.7,NA,NA,"mm",NA,0.3,0.5,NA,"mm","8",NA,2,3,NA,"mm","pale lilac fading whitish",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0455.txt","7/9/2025 19:38","Mimosa_somnians","Mimosa somnians","","subshrubs, shrubs and treelets","",2,4,25,40,"dm","capitula","subglobose","4",4.5,7,8,"mm",NA,NA,NA,NA,NA,0.5,0.8,3,3.5,"cm","4(-5)-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"membranous",0.25,0.3,0.55,0.7,"mm",NA,NA,NA,NA,"",1.7,2.1,3.5,4,"mm",1.2,2,2.2,NA,"mm",NA,0.6,1.1,NA,"mm","",3.5,4,7,NA,"mm","pink",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0525.txt","7/9/2025 21:48","Mimosa_pectinatipinna","Mimosa pectinatipinna","","shrubs","",NA,8,30,NA,"dm","capitula","globose",NA,4,5,NA,"mm",NA,NA,NA,NA,NA,7,7,15,15,"mm","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"pappiform",0.8,0.8,1.3,1.3,"mm",NA,NA,NA,NA,"",NA,1.8,2.1,NA,"mm",0.6,0.6,NA,NA,"mm",NA,0.5,0.5,NA,"mm","",NA,4,4,NA,"mm","pink or white",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0539.txt","7/9/2025 22:04","Mimosa_albida","Mimosa albida","","herbs, bushy shrubs, weakly woody sarmentose vines and treelets","",NA,NA,3,4,"m","capitula","globose",NA,4.5,6.5,7,"mm",NA,NA,NA,NA,NA,NA,1,4,4.7,"cm","4-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"minute",NA,0.15,0.4,NA,"mm",NA,NA,NA,NA,"",NA,2,2.6,NA,"mm",0.5,0.7,NA,NA,"mm",NA,0.4,0.6,NA,"mm","4",NA,4,7.5,NA,"mm","lilac-, roseor magenta-pink",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0578.txt","2025-07-09T22:46:12,589","Mimosa_lactiflua","Mimosa lactiflua","","","",NA,NA,NA,NA,"","pseudoracemes","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0580.txt","2025-07-09T22:48:18,343","Mimosa_margaritae","Mimosa margaritae","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0581.txt","2025-07-09T22:49:22,261","Mimosa_sicyocarpa","Mimosa sicyocarpa","","Scrambling or arborescent shrubs","",NA,NA,6,NA,"m","capitulum","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"campanulate",NA,0.5,0.5,NA,"mm",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0617.txt","2025-07-09T23:28:21,343","Mimosa_orthacantha","Mimosa orthacantha","","Shrubs","",NA,1.5,2.5,NA,"m","capitula","globose",NA,5.5,6.5,NA,"mm",NA,NA,NA,NA,NA,NA,11,27,NA,"mm","4-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"campanulate",0.3,0.3,0.5,0.5,"mm",NA,NA,NA,NA,"",2,2.2,2.7,NA,"mm",0.6,0.8,NA,NA,"mm",0.5,0.5,0.6,0.6,"mm","4",NA,5,8.5,NA,"mm","pink",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0639.txt","2025-07-09T23:52:20,418","Mimosa_pudica","Mimosa pudica","","subshrubs, herbs","",NA,NA,12,NA,"dm","capitula","ellipsoid",NA,3.5,5,NA,"mm",NA,NA,NA,NA,NA,0.7,1,3,3.5,"cm","4-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"campanulate cup",NA,0.1,0.2,NA,"mm",NA,NA,NA,NA,"",NA,1.5,2.1,NA,"mm",0.45,0.7,NA,NA,"mm",NA,0.4,0.5,NA,"mm","4",3.5,3.5,6,6,"mm","pink",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0648.txt","2025-07-10T00:02:06,579","Mimosa_xanthocentra","Mimosa xanthocentra","","subshrubs","woody roots or short caudex",1,3,15,20,"dm","capitula","ovoid-ellipsoid","5",6,9,10,"mm",NA,NA,NA,NA,NA,3,5,20,NA,"mm","4-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"paleaceous-pappiform",1,1.3,3,NA,"mm",NA,NA,NA,NA,"",1.2,1.6,3,NA,"mm",0.5,1.1,NA,NA,"mm",NA,0.4,0.7,NA,"mm","4",3,5,9.5,10,"mm","pink",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0664.txt","2025-07-10T00:19:17,378","Mimosa_affinis","Mimosa affinis","","herbs","",NA,NA,NA,NA,"","capitula","",NA,3,NA,NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,2,2,NA,"mm",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,3,3,NA,"mm","",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0703.txt","10/7/2025 1:01","Mimosa_cyclophylla","Mimosa cyclophylla","","subshrubs","xylopodium",NA,1,2.5,3.5,"m","capitula","globose",NA,9,11,13,"mm",NA,NA,NA,NA,NA,NA,2,10,NA,"cm","4-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"paleaceous",NA,2,3.5,NA,"mm",NA,NA,NA,NA,"",NA,3,5,NA,"mm",1.1,1.8,NA,NA,"mm",NA,0.7,1,NA,"mm","4",NA,6,7,NA,"mm","",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0758.txt","2025-07-10T02:01:37,744","Mimosa_hilariana","Mimosa hilariana","","subshrubs","",NA,8,15,NA,"dm","capitula","ellipsoid",NA,5,5,NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","4-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"irregularly denticulate",NA,0.7,0.7,NA,"mm",NA,NA,NA,NA,"",1.7,1.7,2,2,"mm",0.7,0.7,NA,NA,"mm",NA,0.4,0.5,NA,"mm","4",NA,NA,NA,NA,"","",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0797.txt","2025-07-10T02:45:34,947","Mimosa_skinneri","Mimosa skinneri","","short-lived perennial herbs","",NA,0.1,0.6,1,"m","capitula","ellipsoid or globose",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,2,NA,7,NA,"cm","4-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.1,0.3,NA,"mm",NA,NA,NA,NA,"",1.7,1.7,2.4,2.4,"mm",NA,NA,NA,NA,"",NA,NA,NA,NA,"","4",NA,4,6,7,"mm","pink",NA,NA,"","",NA,"",NA
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,"Acaciella_angustissima","Acacia angustissima","","shrubs, trees","",NA,NA,NA,NA,"","racemes","capitulum like racemes","600",NA,NA,NA,"mm",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,"Vachellia_bellula","Acacia bellula","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,"Vachellia_bilimekii","Acacia bilimekii","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,"Senegalia_burkei","Acacia burkei","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,"Senegalia_intsia","Acacia caesia","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,"Senegalia_caffra","Acacia caffra","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,"Mariosousa_centralis","Acacia centralis","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,"Vachellia_campeachiana","Acacia cochliacantha","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,"Senegalia_erythrocalyx","Acacia erythrocalyx","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,"Senegalia_gilliesii","Acacia furcatispina","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,"Senegalia_gaumeri","Acacia gaumeri","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,"Vachellia_gerrardi","Acacia gerrardii","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,"Vachellia_nebrownii","Acacia glandulifera","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,"Senegalia_pennata","Acacia horrida","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,"Senegalia_interior","Acacia interior","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,"Senegalia_intsia","Acacia intsia","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,"Senegalia_kraussiana","Acacia kraussiana","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,"Senegalia_laeta","Acacia laeta","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,"Senegalia_macrostachya","Acacia macrostachya","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,"Vachellia_myrmecophila","Acacia myrmecophila","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,"Senegalia_persiciflora","Acacia persiciflora","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,"Senegalia_praecox","Acacia praecox","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,"Senegalia_reniformis","Acacia reniformis","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,"Parasenegalia_skleroxyla","Acacia skleroxyla","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,"Acaciella_tequilana","Acacia tequilana","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,"Mariosousa_heterophylla","Acacia willardiana","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Maslin, B. 2001. Flora of Australia, Mimosaceae, Acacia.",NA,"Vachellia_xanthophloea","Acacia xanthophloea","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Nielsen, I.C. (1992). Mimosaceae (Leguminosae-Mimosoideae). Flora Malesiana - Series 1, Spermatophyta, 11(1), 1‚Äì226.",NA,"Adenanthera_microsperma","Adenanthera microsperma","","tree","",NA,NA,30,NA,"m","raceme","","",65,115,250,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","5",NA,1.5,3,NA,"",NA,NA,NA,NA,"","","","","","",NA,0.5,0.75,NA,"",NA,NA,"",NA,"",NA,2.5,3.5,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","10",NA,3,4.5,NA,"","","","","","","","",NA
"Brenan, J. P. M. (1986). The genus Adenopodia (Leguminosae). Kew bulletin, 73-90.",NA,"Adenopodia_spicata","Adenopodia spicata","","climbing shrub, scrambling shrub","",6,NA,NA,NA,"m","spike","often paniculately aggregated, solitary or few in a cluster","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,8,35,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,1,1.2,NA,"",NA,NA,"0.1",NA,"",NA,NA,NA,NA,"",NA,1,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"du Puy, D. J., Labat, J. N., Rabevohitra, R., Villiers, J. F., Bosser, J., & Moat, J. (2002). The leguminosae of Madagascar. The Leguminosae of Madagascar.",NA,"Alantsilodendron_mahafalense","Alantsilodendron mahafalense","","shrub","",4,NA,NA,NA,"m","head","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,20,25,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,1,1.5,NA,"",NA,NA,"",NA,"",NA,3,3.25,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,0.6,1.6,NA,"","","no","","","","","",NA
"Du Puy, D.J., Labat, N.-N., Rabevohitra, R., Villiers, J.-F., Bosser, J. & Moat, J. (2002). The Leguminosae of Madagascar: 1-737. Royal Botanic Gardens, Kew.",NA,"Albizia_aurisparsa","Albizia aurisparsa","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Du Puy, D.J., Labat, N.-N., Rabevohitra, R., Villiers, J.-F., Bosser, J. & Moat, J. (2002). The Leguminosae of Madagascar: 1-737. Royal Botanic Gardens, Kew.",NA,"Albizia_bernieri","Albizia bernieri","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Nielsen, I.C. (1992). Mimosaceae (Leguminosae-Mimosoideae). Flora Malesiana - Series 1, Spermatophyta, 11(1), 1‚Äì226.",NA,"Albizia_carrii","Albizia carrii","","tree","",NA,30,NA,NA,"m","pedunculate flowers","pedunculate flowers bearing corymbs","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,25,50,NA,"","5",NA,4,6,NA,"",NA,NA,NA,NA,"","","","","","",NA,3,3.5,NA,"",NA,NA,"0.5",NA,"",NA,7,NA,NA,"",NA,3,NA,NA,"",NA,NA,NA,NA,"","numerous",25,NA,NA,NA,"","white","","","","","","",NA
"Wu, Z. & Raven, P.H. (eds.) (2010). Flora of China 10: 1-642. Science Press (Beijing) & Missouri Botanical Garden Press (St. Louis).",NA,"Albizia_chevalieri","Albizia chevalieri","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
