"species","Priority","Trait.reference","Link.to.reference","Trait.extraction.method","OBS","Habit","Height (m)","Leaf duration (evergreen/deciduous [usually not mentioned in the description])","Brachyblast presence [a proxy for leaf duration; sometimes described as ""short shoot""]","Prickles presence (are corky projections from a plant's skin, or dermal tissue.)","Stipular spines presence","stipule spine length(mm)","stipule spine width (mm)","stipule length (mm)","stipule width (mm)","Leaf length (mm)","Petiole length (mm)","Petiole extra-floral nectary presence","Rachis length (mm)","Rachis extra-floral nectary presence","Number of pinnae pairs (integer)","Pinnae length (mm)","Pinnae rachis length (mm)","Pinna extra-floral nectary presence","Number of leaflet pairs (integer)","Leaflet length (mm)","Leaflet width (mm)","Leaflet shape (text)","Leaflet base shape (text)","Leaflet apex shape (text)","Extrafloral nectary (in general)","Peduncle length (mm)","Pedicel (mm)","Inflorescence length (mm)","Infloresence main rachis length (mm)","Inflorescence width (mm)","Inflorescence shape (text)","Inflorescence arrangement / synflorescence (text)","Calyx merism (integer [sometimes not available when minute and gamosepalous])","Calyx length (mm)","Calyx lobe length (mm)","Calyx lobe width (mm)","Corolla merism (integer)","Corolla length (mm)","Corolla lobe length (mm)","Corolla lobe width (mm)","Flower color","Corolla color (text)","Number of stamens (integer)","Stamen/fillament length (mm)","Stamen color","Anther length (mm)","Anther width (mm)","Anther color","Anther gland presence","Nectary presence","Ovary length (mm)","Ovary width (mm)","Style length (mm)","Stigma shape","Fruit type (text)","Fruit length (mm)","Fruit width (mm)","Fruit thickness (mm)","Fruit shape (text)","Fruit base shape (text)","Fruit apex shape (text)","Fruit color","Number of Seeds","Seed length (mm)","Seed width (mm)","Seed thickness (mm)","Seed shape","Seed color (text)","Source used","traits scored specifically for this species","Varieties present (scored before the use of phylogeny highlighted orange)","refercence notes"
"Pithecellobium_lanceolatum","Low","Barneby, R.C. and Grimes, J., 1997. Silk tree, Monkey's earring: A generic system for the synandrous Mimosaceae of the Americas. Part II. Pithecellobium, Cojoba and Zygia. Mem. New York Bot. Gard, 74, pp.1-149.","https://www.dropbox.com/s/yc7hfzvtq7278xn/Barneby_and_Grimes-1997-Silk%20Tree%2C%20Guanacaste%2C%20Monkey%27s%20Earring%20-%20Part%20II.pdf?dl=10","automatic",NA,"shrubs, trees","9-16(-20)",NA,NA,"yes",NA,NA,NA,"± 0.5-2(-15)",NA,NA,"10-45(-50)","yes",NA,"yes","1",NA,"4-19(-22)",NA,"1","35-95(-140)","(12-)16-40(-45)","inequilaterally elliptic, ovate-elliptic","broadly cuneate, semicordate","obtuse, emarginate, sometimes obscurely bluntly acuminate","yes","40-150(-170)",NA,NA,NA,NA,"spike",NA,"(3-)5(-6)","(0.8-)1-3.8","0.15-0.45",NA,"5","4-5.6","(0.6-)1-2.2",NA,NA,NA,"(28-)32-58(-60)","(9-)10-19(-23)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pod","(35-)50-120(-150)",NA,NA,"narrowly subcylindroid but more or less biconvex, outwardly falcate, sometimes recurved through a full circle, irregularly sinuous, convolute",NA,NA,NA,NA,"±10-15","7.5-10",NA,"plumply ellipsoid","brown, dark brown","same","yes",NA,"found"
"Jupunba_laeta","Low","Barneby, R.C. and Grimes, J., 1997. Silk tree, Monkey's earring: A generic system for the synandrous Mimosaceae of the Americas. Part II. Pithecellobium, Cojoba and Zygia. Mem. New York Bot. Gard, 74, pp.1-149.","https://www.dropbox.com/s/yc7hfzvtq7278xn/Barneby_and_Grimes-1997-Silk%20Tree%2C%20Guanacaste%2C%20Monkey%27s%20Earring%20-%20Part%20II.pdf?dl=11","automatic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"found"
"Pithecellobium_oblongum","Low","Barneby, R.C. and Grimes, J., 1997. Silk tree, Monkey's earring: A generic system for the synandrous Mimosaceae of the Americas. Part II. Pithecellobium, Cojoba and Zygia. Mem. New York Bot. Gard, 74, pp.1-149.","https://www.dropbox.com/s/yc7hfzvtq7278xn/Barneby_and_Grimes-1997-Silk%20Tree%2C%20Guanacaste%2C%20Monkey%27s%20Earring%20-%20Part%20II.pdf?dl=12","automatic",NA,"tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10-30","yes",NA,"yes",NA,NA,NA,NA,NA,"≤60","35","asymmetrically ovate, oblong, obovate","obliquely obtuse","obtuse, rounded, subtruncate","yes","10-20",NA,NA,NA,NA,"spikes","an axillary panicle, usually subterminal, consisting of a number of pedunculate spikes","5","~1",NA,NA,"5","3-4",NA,NA,"whitish",NA,NA,"8-9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"legume","≤100","~10",NA,"linear-circinate",NA,NA,"reddish",NA,NA,NA,NA,"ovoid","lustrous-black","https://www.worldfloraonline.org/taxon/wfo-0000182145","yes",NA,"found"
"Pithecellobium_lanceolatum","Low","Barneby, R.C. and Grimes, J., 1997. Silk tree, Monkey's earring: A generic system for the synandrous Mimosaceae of the Americas. Part II. Pithecellobium, Cojoba and Zygia. Mem. New York Bot. Gard, 74, pp.1-149.","https://www.dropbox.com/s/yc7hfzvtq7278xn/Barneby_and_Grimes-1997-Silk%20Tree%2C%20Guanacaste%2C%20Monkey%27s%20Earring%20-%20Part%20II.pdf?dl=13","automatic",NA,"shrubs, trees",NA,"9-16(-20)",NA,"yes",NA,NA,NA,"±0.5-2",NA,NA,"10-45(-50)","yes",NA,NA,"1",NA,"4-19(-22)","yes","1","35-95(-140)","(12-)16-40(-45)","inequilaterally elliptic, ovate-elliptic, obtuse emarginate, sometimes obscurely bluntly acuminate","broadly cuneate, semicordate",NA,"yes","10-150(-170)",NA,NA,NA,NA,"spike",NA,"(3-)5(-6)","(0.8-)1-3.8","0.15-0.45",NA,"(3-)5(-6)","4-6.5","(0.6-)1-2.2",NA,NA,NA,"(28-)32-58(-60)","(9-)10-19(-23)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pod","(35-)50-120(-150)",NA,NA,"erratically ascending, narrowly subcylindroid, more or less biconvex, outwardly falcate, sometimes recurved through a full circle",NA,NA,"reddish",NA,"±10-15","7.5-10",NA,"plumply lentiform, sunreniform","brown, dark brown","https://www.worldfloraonline.org/taxon/wfo-0000182200;jsessionid=5FAB420BAFB17B17DE866B3F782E98BC","yes",NA,"found"
"Pithecellobium_roseum","Low","Barneby, R.C. and Grimes, J., 1997. Silk tree, Monkey's earring: A generic system for the synandrous Mimosaceae of the Americas. Part II. Pithecellobium, Cojoba and Zygia. Mem. New York Bot. Gard, 74, pp.1-149.","https://www.dropbox.com/s/yc7hfzvtq7278xn/Barneby_and_Grimes-1997-Silk%20Tree%2C%20Guanacaste%2C%20Monkey%27s%20Earring%20-%20Part%20II.pdf?dl=14","automatic",NA,"shrubs","2.5-8(-10)",NA,NA,"yes","yes","3-27",NA,NA,NA,NA,"15-55","yes",NA,NA,"1",NA,"3-15(-18)",NA,"1","45-100(-115)","(17-)20-45(-50)","obliquely elliptic, ovate, lance-elliptic, incipiently rhombic-ovate from strongly asymmetric","half-rounded, semicordate","obtuse, deltate-apiculate","yes","2-45(-60)",NA,"60-200",NA,NA,"capitula","primary axis of efoliate pseudoracemes","5","1.8-3.4(-4)","0.15-0.5",NA,"5","6-10","1.2-2.4(-2.8)",NA,"greenish often red-tinged",NA,"26-42(-57)","17-25(-32)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pod","(60-)70-170(-200)","7-14",NA,"sinuously linear, recurved through circles, often also randomly twisted, compressed but plumply biconvex over seeds","attenuate","apiculate",NA,"(6-)7-12(-14)","6-10","5-8",NA,"plumply lentiform, sunreniform","lustrous black","same","yes",NA,"found"
"Pithecellobium_unguiscati","Low","Barneby, R.C. and Grimes, J., 1997. Silk tree, Monkey's earring: A generic system for the synandrous Mimosaceae of the Americas. Part II. Pithecellobium, Cojoba and Zygia. Mem. New York Bot. Gard, 74, pp.1-149.","https://www.dropbox.com/s/yc7hfzvtq7278xn/Barneby_and_Grimes-1997-Silk%20Tree%2C%20Guanacaste%2C%20Monkey%27s%20Earring%20-%20Part%20II.pdf?dl=15","automatic",NA,"shrubs, trees","1-7(-10)","semi-deciduous, fully deciduous",NA,"yes","yes","3-17",NA,NA,NA,NA,"6-30(-36)","yes",NA,NA,"1",NA,"(1.5-)3-16",NA,"1","(15-)17-50(-60)","8-45","asymmetrically obovate-suborbicular, obovate-elliptic, oblong-oblanceolate, oblong-elliptic, elliptic","inequilateral","obtuse, shallowly emarginate (exceptionally apiculate)","yes","10-30",NA,"10-130",NA,NA,"capitula, short spike","primary axis of pseudoracemes","5(-6)","1-2.6","0.15-0.4(-0.6)",NA,"5(-6)","3-6.5(-7)","0.7-1.8",NA,"greenish",NA,"(21-)22-34(-36)","(8-)9-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pod","(60-)70-170(-200)","7-14",NA,"sinuously linear, recurved through circles, often also randomly twisted, compressed but plumply biconvex over seeds","attenuate","apiculate",NA,"(6-)7-12(-14)","6-10","5-8",NA,"plumply lentiform, sunreniform","lustrous black","same","yes",NA,"found"
"Pityrocarpa_moniliformis","High","Queiroz 2009 Leguminosas da Caatinga","https://www.dropbox.com/scl/fi/qk6ey4zpxofau9h5s2n0j/Queiroz-2009-Leguminosas-da-Caatinga.pdf?rlkey=3rqc8r1orviabyippll3bjvcg&dl=0","manual","Portuguese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pityrocarpa_obliqua","High",NA,NA,"manual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plathymenia_reticulata","High","Warwick, M. C., & Lewis, G. P. (2003). Revision of Plathymenia (Leguminosae‚Äö√Ñ√¨Mimosoideae). Edinburgh Journal of Botany, 60(2), 111-119.","https://www.dropbox.com/s/uaf64jihpoqkn1j/Warwick%2C%20Lewis%20-%202003%20-%20Revision%20of%20Plathymenia%20%28Leguminosae-Mimosoideae%29.pdf?dl=0","manual",NA,"tree","12 (40)","Deciduous",NA,NA,NA,NA,NA,NA,NA,"80-280","16-85",NA,NA,NA,"3-12",NA,NA,NA,"6-20","4-17","(0.8) 2-10.5","linear, elliptic","asymmetric","retuse, sometimes with a small mucro, rarely rounded",NA,NA,NA,"65-110",NA,NA,"axillary, racemose, erect",NA,"5","2-4",NA,NA,"5","3-4.5","0.9-1.2",NA,NA,"dull white, green-white, cream, creamish yellow, creamish pale green, light green, very pale yellow-green","10","5-7","white","0.5–0.7",NA,"cream, yellow","yes",NA,"1.8-2.5","0.6-1",NA,NA,"pod","78-160","14-36",NA,"flattened, pendent, stipitate, slightly curved",NA,NA,"chestnut brown","10-12","6–14","4–8",NA,"ovate, almost circular",NA,"same","yes",NA,NA
"Prosopidastrum_globosum","High","BURKART, A. (1964). Leguminosas nuevas o críticas, VI. Darwiniana, 13(2/4), 428-448.","https://www.dropbox.com/scl/fi/wenj1w0aownm1ecfseyqu/BURKART-Leguminosasnuevascrticas-1964.pdf?rlkey=7lpo7ju5qy3m46noslgis2eb3&dl=0","manual","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prosopidastrum_mexicanum","High","BURKART, A. (1964). Leguminosas nuevas o críticas, VI. Darwiniana, 13(2/4), 428-448.","https://www.dropbox.com/scl/fi/wenj1w0aownm1ecfseyqu/BURKART-Leguminosasnuevascrticas-1964.pdf?rlkey=7lpo7ju5qy3m46noslgis2eb3&dl=0","manual","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neltuma_affinis","High","Burkart, A. (1976). A monograph of the genus Prosopis (Leguminosae subfam. Mimosoideae). Journal of the Arnold arboretum, 450-525.","https://www.dropbox.com/s/0xd0020j6z6shza/Burkart-1976-A%20monograph%20of%20the%20genus%20Prosopis%20%28Leguminosae%20subfam.%20Mimosoideae%29.pdf?dl=18",NA,NA,"tree","2-8",NA,NA,NA,"yes","3-25",NA,"3-25",NA,NA,"2-22",NA,NA,NA,NA,"10-60",NA,NA,"10-30","2-7.5","0.8-1.8","linear-oblong, obtuse, subacute",NA,NA,NA,NA,NA,NA,"50-130",NA,"racemes, spiciform",NA,NA,"1.5",NA,NA,NA,"4",NA,NA,NA,NA,NA,"7-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"legume","70-170","9-16","6-8","falcate, annular, rarely straight, rarely S-shaped, linear-oblong, compressed, margins undulate, moniliform",NA,NA,NA,NA,NA,NA,NA,NA,NA,"same","yes","no",NA
"Neltuma_alba","High","Burkart, A. (1976). A monograph of the genus Prosopis (Leguminosae subfam. Mimosoideae). Journal of the Arnold arboretum, 450-525.","https://www.dropbox.com/s/0xd0020j6z6shza/Burkart-1976-A%20monograph%20of%20the%20genus%20Prosopis%20%28Leguminosae%20subfam.%20Mimosoideae%29.pdf?dl=19",NA,NA,"tree","5-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60-140",NA,NA,"25-50","5-17","1-2","linear, acute, subacute, nearly obtuse",NA,NA,NA,NA,NA,"70-110",NA,NA,"racemes, spikelike",NA,NA,"1",NA,NA,NA,"3-3.2",NA,NA,NA,NA,NA,"4.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"legume","120-250","11-20","4-5","falcate, ring-shaped (ring ca. 7 cm in diameter), linear, compressed with parallel margins","stipitate","acuminate","straw-yellow",NA,NA,NA,NA,NA,NA,"same","yes","no",NA
"Neltuma_alpataco","High","Burkart, A. (1976). A monograph of the genus Prosopis (Leguminosae subfam. Mimosoideae). Journal of the Arnold arboretum, 450-525.","https://www.dropbox.com/s/0xd0020j6z6shza/Burkart-1976-A%20monograph%20of%20the%20genus%20Prosopis%20%28Leguminosae%20subfam.%20Mimosoideae%29.pdf?dl=0","manual",NA,"shrub","0.2-3","deciduous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30-140",NA,NA,"9-17 (25)","5-17 (30)","9-15 (35)","obtuse, subacute",NA,NA,NA,NA,NA,"60-140",NA,NA,"raceme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"legume","70-170","6-12","5","linear, compressed, straight, subfalcate, rarely subannular, s-shaped, undulate, submoniliform",NA,NA,"straw yellow, frequently violet-tinged",NA,NA,NA,NA,NA,NA,"same","yes","no",NA
"Neltuma_articulata","High","Burkart, A. (1976). A monograph of the genus Prosopis (Leguminosae subfam. Mimosoideae). Journal of the Arnold arboretum, 450-525.","https://www.dropbox.com/s/0xd0020j6z6shza/Burkart-1976-A%20monograph%20of%20the%20genus%20Prosopis%20%28Leguminosae%20subfam.%20Mimosoideae%29.pdf?dl=0","manual",NA,"polypodial shrub, tree","2-5",NA,"yes",NA,NA,NA,NA,NA,NA,NA,"2-25",NA,NA,NA,NA,"4-65",NA,NA,"6-20","2.5-12","1.2-3.5","linear-elliptic, obtuse",NA,NA,NA,NA,NA,"40-90",NA,NA,"raceme",NA,NA,NA,NA,NA,NA,"3.5-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"legume","100-240","5-8",NA,"moniliform, flattened",NA,NA,"yellow, violet-tinged",NA,"7-8",NA,NA,"longitudinal eliptic","brown","same","yes",NA,NA
"Neltuma_caldenia","High","Burkart, A. (1976). A monograph of the genus Prosopis (Leguminosae subfam. Mimosoideae). Journal of the Arnold arboretum, 450-525.","https://www.dropbox.com/s/0xd0020j6z6shza/Burkart-1976-A%20monograph%20of%20the%20genus%20Prosopis%20%28Leguminosae%20subfam.%20Mimosoideae%29.pdf?dl=0","manual",NA,"tree","4-12","deciduous","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20-55",NA,NA,"20-33","2.7-5.4","0.2-1.1","linear-oblong, obtuse,",NA,NA,NA,NA,"0.7-1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"2.5-3",NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"legume","100-200","5-13",NA,"compressed-linear, falcate, s-shaped, c-shaped, 1-3 very lax open spirals, broad, stipitate, acuminate",NA,NA,"straw yellow, violet-tinged",NA,"5-7.5",NA,NA,"ovate",NA,"same","yes",NA,NA
"Neltuma_campestris","High","Burkart, A. (1976). A monograph of the genus Prosopis (Leguminosae subfam. Mimosoideae). Journal of the Arnold arboretum, 450-525.","https://www.dropbox.com/s/0xd0020j6z6shza/Burkart-1976-A%20monograph%20of%20the%20genus%20Prosopis%20%28Leguminosae%20subfam.%20Mimosoideae%29.pdf?dl=1","manual",NA,"Dwarf, much branched spiny shrub","0.1-0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-30",NA,NA,"6-17","1.5-6","0.6-1.2","imbricate, oblong",NA,NA,NA,NA,NA,NA,NA,NA,"spikelike racemes, cylindric-ovoid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"legume","50-80","8-10",NA,"linear, nearly straight, compressed, subtorulose, broad, thick",NA,NA,NA,NA,NA,NA,NA,NA,NA,"same","yes","no",NA
"Neltuma_chilensis","High","Burkart, A. (1976). A monograph of the genus Prosopis (Leguminosae subfam. Mimosoideae). Journal of the Arnold arboretum, 450-525.","https://www.dropbox.com/s/0xd0020j6z6shza/Burkart-1976-A%20monograph%20of%20the%20genus%20Prosopis%20%28Leguminosae%20subfam.%20Mimosoideae%29.pdf?dl=2","manual",NA,"tree","3-10","deciduous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80-245",NA,NA,"10-29","11-54","1.1-3","long-linear,",NA,NA,NA,NA,NA,"70-120",NA,NA,"racemes spiciform",NA,NA,"1",NA,NA,NA,"3",NA,NA,NA,NA,NA,"5-6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"legume","±120-180","10-18","6","linear, compresed, stipitate, acuminate, nearly straight, falcate, subfalcate",NA,NA,"straw yellow",NA,"6-7",NA,NA,"ovoid, compressed","brown","same","yes","no",NA
"Prosopis_farcta","High","Burkart, A. (1976). A monograph of the genus Prosopis (Leguminosae subfam. Mimosoideae). Journal of the Arnold arboretum, 450-525.","https://www.dropbox.com/s/0xd0020j6z6shza/Burkart-1976-A%20monograph%20of%20the%20genus%20Prosopis%20%28Leguminosae%20subfam.%20Mimosoideae%29.pdf?dl=3","manual",NA,"shrubs, subshrubs, sometimes shrub-trees","0.3-≥3",NA,NA,"yes",NA,NA,NA,"3-6",NA,NA,NA,NA,NA,NA,NA,"10-23",NA,NA,"10-15","2-6.5",NA,"dimidiate-lanceolate, auriculate",NA,NA,NA,NA,NA,"40-120",NA,NA,"racemes simple, elongate",NA,NA,"1",NA,NA,NA,"3.5-4",NA,NA,"green, creamy-greenish, or yellowish-white",NA,NA,"4-5",NA,"0.8-1",NA,NA,"yes",NA,NA,NA,NA,NA,"legume","15-45","15-25",NA,"globose, cylindric, subfalcate",NA,NA,NA,NA,"7-8.5","5-6","2.5-3","ovoid-compressed","brown","same","yes","no",NA
"Strombocarpa_ferox","High","Burkart, A. (1976). A monograph of the genus Prosopis (Leguminosae subfam. Mimosoideae). Journal of the Arnold arboretum, 450-525.","https://www.dropbox.com/s/0xd0020j6z6shza/Burkart-1976-A%20monograph%20of%20the%20genus%20Prosopis%20%28Leguminosae%20subfam.%20Mimosoideae%29.pdf?dl=4","manual",NA,"shrub, tree","2-5 (7)",NA,"yes",NA,"yes","15-50",NA,"15-50",NA,NA,"1-3",NA,NA,NA,NA,"10-40",NA,NA,"9-18","3.5-8","1-1.5","linear-oblong, broad",NA,"mucronate",NA,NA,NA,"20-60",NA,NA,"spike, pedunculate",NA,NA,"1-2",NA,NA,NA,"5-6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"legume","25-70","10-18",NA,"cylindric, straight, slightly falcate-incurved, not laterally coiled","globose","obtuse, mucronate","straw yellow",NA,"4.5-6",NA,NA,"compressed, ovate",NA,"same","yes",NA,NA
"Neltuma_flexuosa","High","Burkart, A. (1976). A monograph of the genus Prosopis (Leguminosae subfam. Mimosoideae). Journal of the Arnold arboretum, 450-525.","https://www.dropbox.com/s/0xd0020j6z6shza/Burkart-1976-A%20monograph%20of%20the%20genus%20Prosopis%20%28Leguminosae%20subfam.%20Mimosoideae%29.pdf?dl=5","manual",NA,"trees, large erect polypodial shrubs","3-10","decidous",NA,NA,"yes","30-40",NA,"30-40",NA,NA,"60-75",NA,NA,NA,NA,"50-130",NA,NA,"12-29","4-15","1-2","obtuse, subacute, cunate, parallel-margined",NA,NA,NA,NA,NA,"40-140",NA,NA,"racemes, spiciform",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"legume","50-280","7-12",NA,"subcompressed, submoniliaform, margins undulate",NA,NA,"straw-yellow, tinged with violet to nearly black violet",NA,NA,NA,NA,NA,NA,"same","yes",NA,NA
"Neltuma_hassleri","High","Burkart, A. (1976). A monograph of the genus Prosopis (Leguminosae subfam. Mimosoideae). Journal of the Arnold arboretum, 450-525.","https://www.dropbox.com/s/0xd0020j6z6shza/Burkart-1976-A%20monograph%20of%20the%20genus%20Prosopis%20%28Leguminosae%20subfam.%20Mimosoideae%29.pdf?dl=6","manual",NA,"tree","6-10",NA,NA,"no",NA,NA,NA,NA,NA,NA,"12-40",NA,NA,NA,NA,"50-190",NA,NA,"6-26","8-40","1.8-7 (16)","ovate-oblong, oblong, obtuse, subacute",NA,NA,NA,"10","0.5-0.8","60-120",NA,NA,"spikelike racemes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"legume","140-240","12-15",NA,"subfalcate, nearly straight, compressed, sutures parallel, sutures slightly undulate, acuminate, flat, subquadrate segmented, rectangular segmented, broader than long segments",NA,NA,"straw-yellow",NA,NA,NA,NA,NA,NA,"same","yes","no",NA
"Neltuma_laevigata","High","Burkart, A. (1976). A monograph of the genus Prosopis (Leguminosae subfam. Mimosoideae). Journal of the Arnold arboretum, 450-525.","https://www.dropbox.com/s/0xd0020j6z6shza/Burkart-1976-A%20monograph%20of%20the%20genus%20Prosopis%20%28Leguminosae%20subfam.%20Mimosoideae%29.pdf?dl=7","manual",NA,"tree","6-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3-25",NA,NA,NA,NA,"25-120",NA,NA,"20-30","(2.5) 5-10 (15)","1.1-3","linear-oblong, obtuse",NA,NA,NA,NA,NA,"40-100",NA,NA,"racemes, spiciform",NA,NA,"1",NA,NA,NA,"3-4",NA,NA,"greenish-white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"legume","90-170","7-14",NA,"linear, straight, slightly curved, submoniliform, compressed, transection rectangular, transection rounded at maturity, margins undulate, segments rounded-subquadrate, segments shorter than broad",NA,"acumen","yellow, violet-tinged",NA,NA,NA,NA,"longitudinal",NA,"same","yes","no",NA
"Neltuma_nigra","High","Burkart, A. (1976). A monograph of the genus Prosopis (Leguminosae subfam. Mimosoideae). Journal of the Arnold arboretum, 450-525.","https://www.dropbox.com/s/0xd0020j6z6shza/Burkart-1976-A%20monograph%20of%20the%20genus%20Prosopis%20%28Leguminosae%20subfam.%20Mimosoideae%29.pdf?dl=8","manual",NA,"tree","4-10 (16)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50-100",NA,NA,"20-30","4-7","1.2","oblong-elliptic, obtuse",NA,NA,NA,NA,NA,"70-90",NA,NA,"spikelike racemes",NA,NA,NA,NA,NA,NA,"3",NA,NA,"greenish white, yellow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"legume","100-160","7-9",NA,"straight, slightly subfalcate, thick, somewhat compressed, submoniliform, segments obliquely subquadrate",NA,NA,"yellow, tinged with violet when ripe",NA,"5-7.5",NA,NA,"ovate",NA,"same","yes","no",NA
"Strombocarpa_palmeri","High","Burkart, A. (1976). A monograph of the genus Prosopis (Leguminosae subfam. Mimosoideae). Journal of the Arnold arboretum, 450-525.","https://www.dropbox.com/s/0xd0020j6z6shza/Burkart-1976-A%20monograph%20of%20the%20genus%20Prosopis%20%28Leguminosae%20subfam.%20Mimosoideae%29.pdf?dl=9","manual",NA,"shrub, tree","1.2-6 (7.5)","perennial","yes",NA,"yes","5-35",NA,"5-35",NA,NA,"≤ 5",NA,NA,NA,NA,"20-30",NA,NA,"3-10","4-8","2-3","elliptic-oblong, obtuse, mucronate, tending to obovate",NA,NA,NA,"15",NA,"35-60",NA,NA,"spikes, slender","spikes axillary",NA,"1.3-2.3",NA,NA,"5","4.5-6",NA,NA,"bright-yellow, lemon-yellow",NA,NA,"10-12",NA,"0.8-1.5",NA,NA,"yes",NA,NA,NA,NA,NA,"legume","40-90","8-10",NA,"straight, falcate, almost terete to compressed","cuneate","obtuse, mucronate","reddish-brown",NA,"6-7",NA,NA,"oblique, oblong","brown","same","yes","no",NA
